x1 x2 x3 x4 L
-702 537 -298 -995 0
-346 -863 603 -970 0
687 -663 -862 -441 0
21 463 -312 -610 0
350 -979 -581 -765 0
307 -88 830 188 1
287 38 -451 988 1
-713 -416 -581 -673 0
-913 -686 976 603 0
-125 489 -128 -108 1
-691 947 -708 233 0
697 -64 -635 448 1
-277 -713 906 622 1
-485 388 -488 -200 0
925 -768 -225 -803 0
-857 -379 -16 770 0
611 -40 -750 313 1
-582 -456 342 838 0
-816 346 -688 -969 0
616 -802 546 814 1
-818 -858 -837 -820 0
-421 642 840 -565 1
254 -126 -430 -530 0
197 -443 -242 -259 0
913 -536 889 684 1
-490 959 634 -830 1
469 -178 -136 633 1
521 840 -311 -9 1
-659 152 -466 -425 0
-151 984 317 660 1
-443 -498 -953 32 0
-568 -959 -71 271 0
-915 125 632 488 0
-983 -462 797 -61 0
-82 732 336 609 1
237 -189 -83 343 1
-48 -335 935 953 1
138 496 221 342 1
-290 -305 165 292 0
154 -404 86 782 1
-232 -981 -325 -146 0
555 -239 659 -615 1
566 527 773 980 1
228 907 -757 727 1
49 841 553 360 1
-729 14 817 -921 0
849 960 -717 290 1
288 777 752 -490 1
684 -764 743 -778 1
203 881 -516 -432 1
790 673 -122 -137 1
-837 -543 417 808 0
127 -219 -120 -448 0
-647 647 -563 -893 0
965 -85 914 -348 1
33 -959 -728 -965 0
-675 -3 -71 571 0
477 -526 -907 329 0
-712 -237 -570 356 0
-581 643 -187 -228 0
-109 514 -227 961 1
369 881 -818 -947 0
-997 580 563 369 1
-700 -567 705 -22 0
-30 979 626 -916 1
760 -988 361 -395 0
-671 989 -806 -295 0
720 123 811 -769 1
-852 -361 317 -733 0
682 -369 826 -946 1
689 -406 -638 707 1
965 968 673 780 1
563 303 793 974 1
939 402 -226 -972 1
116 501 119 872 1
-695 -643 647 639 0
-900 195 55 89 0
-750 -80 -966 -619 0
-900 322 -797 243 0
-759 503 704 280 1
-293 346 90 325 1
-791 -220 12 383 0
-511 367 -738 -914 0
-172 663 -949 -432 0
230 -59 -680 -876 0
940 316 -904 -260 1
554 -54 955 817 1
886 -521 -490 723 1
-473 752 -210 858 1
-977 -839 397 898 0
-628 -544 -383 455 0
339 389 464 -537 1
-981 -922 318 61 0
-197 291 -130 -332 0
-773 834 247 709 1
233 -447 -666 576 0
138 -69 214 445 1
759 -433 -198 -250 1
-713 -533 427 337 0
-387 47 -412 -762 0
104 -135 975 566 1
-909 528 -770 -613 0
-146 409 550 -77 1
664 771 33 -709 1
-154 568 722 690 1
-732 -180 -47 197 0
870 43 -395 398 1
-109 873 -930 -761 0
-839 229 -786 323 0
792 81 -338 262 1
-218 -132 528 605 1
290 -933 -996 -820 0
-940 -692 -41 758 0
-611 547 -940 165 0
-348 -97 336 413 1
849 -94 438 411 1
762 -622 341 665 1
835 424 959 937 1
-436 6 -564 -366 0
-120 543 -854 429 0
686 822 348 -137 1
411 -311 776 -863 1
161 -326 766 271 1
886 100 -568 969 1
-864 -105 15 -762 0
-976 188 143 289 0
-994 800 784 105 1
-671 -47 914 153 1
700 24 -430 -703 0
-282 -434 499 562 1
698 221 150 -993 1
-246 -790 -752 -89 0
181 -489 254 232 1
-171 -438 -229 713 0
-547 -515 -398 -326 0
-647 240 -563 -702 0
698 -798 858 -423 1
-40 -61 -495 291 0
910 863 -581 681 1
896 -544 61 -712 1
217 641 -484 774 1
-791 -524 -557 -137 0
-791 -836 472 -763 0
-917 305 -971 -745 0
-737 626 -610 183 0
-557 5 -933 284 0
-231 -412 11 -352 0
855 313 -839 399 1
-971 949 750 855 1
433 117 -432 -805 0
386 -653 320 -244 0
-892 -731 114 196 0
-464 378 -824 -335 0
-300 445 -497 -969 0
551 -786 -519 163 0
169 -716 323 663 1
812 -636 60 288 1
-697 797 -458 724 1
971 -825 843 -486 1
-788 -144 516 -91 0
-298 363 569 -194 1
-12 104 299 700 1
-729 -323 -882 -130 0
-734 -255 526 -693 0
171 717 449 914 1
-223 997 -927 -331 0
-935 -109 -627 -689 0
-917 -904 442 -430 0
182 973 -196 434 1
-320 152 425 -174 1
503 -17 -968 -983 0
-545 287 -626 -51 0
680 663 -126 -970 1
310 -498 -70 -591 0
874 737 -22 684 1
209 -796 -217 749 0
-318 -322 429 -861 0
266 349 109 142 1
-530 -893 -526 937 0
-32 -215 -339 843 1
-742 594 7 -46 0
584 520 -447 821 1
753 -21 888 100 1
585 -313 -883 -450 0
836 617 -617 693 1
348 -82 230 -836 0
-823 -536 -921 439 0
-87 -936 -473 -550 0
885 -129 965 -814 1
-198 918 -923 -566 0
147 -266 -37 -647 0
-178 140 251 339 1
660 -597 28 227 1
202 -67 -410 -825 0
484 894 -318 -183 1
564 -404 248 -125 1
926 660 486 776 1
253 -560 -688 -315 0
-230 972 865 -461 1
-121 -139 314 925 1
336 -720 -830 -443 0
226 -507 -476 28 0
782 761 -900 700 1
-907 702 354 578 1
-197 890 -430 -284 1
-467 606 -521 -348 0
322 730 971 175 1
-80 407 866 265 1
739 -946 128 461 1
-36 -774 -407 604 0
178 -448 -225 154 0
122 121 -829 -532 0
-715 -252 858 486 1
-247 -117 226 228 0
-526 838 959 -120 1
333 38 182 987 1
742 -759 -83 956 1
-931 -576 265 644 0
168 790 799 -20 1
683 282 -684 696 1
635 -342 -949 583 0
913 -427 937 858 1
-306 -223 -318 -674 0
45 -567 325 287 0
493 -415 -889 -271 0
938 526 -556 735 1
-26 -740 137 235 0
-287 -269 -340 986 0
-219 -555 910 248 1
-345 658 -310 77 1
861 740 194 -67 1
669 -180 648 596 1
851 822 159 236 1
-149 314 -462 319 0
-29 618 681 407 1
728 134 -299 590 1
-356 80 -271 -263 0
-588 -622 390 250 0
-87 159 195 216 1
329 -544 492 -487 0
765 -492 -333 -829 0
338 807 -52 545 1
-208 -32 -124 -911 0
-246 -5 -314 499 0
378 69 -423 974 1
224 -281 688 -875 0
-371 32 -87 657 0
-705 -404 30 252 0
326 -22 -334 264 1
615 -993 409 -716 0
296 -843 868 -647 0
-871 522 -331 198 0
-394 -631 413 429 0
925 15 624 -601 1
334 -128 -699 -401 0
583 -531 66 174 1
-256 56 993 384 1
244 595 327 -123 1
692 -350 -211 -285 1
401 -597 871 -863 1
-976 -695 -182 -564 0
-21 294 -644 -713 0
990 381 -203 -772 1
-67 -364 -827 -920 0
-430 285 -406 713 0
-791 185 -526 -17 0
130 -694 529 -984 0
621 325 -572 -851 0
-569 -206 70 394 0
515 -270 284 -450 1
357 609 -674 -709 0
36 -355 -9 80 0
820 234 -42 -271 1
-12 251 900 39 1
-649 967 -709 531 0
-234 756 -393 -861 0
-847 554 632 84 1
-517 -910 843 -110 0
-522 -932 -61 -730 0
-739 -8 -872 -826 0
-740 -171 813 787 1
236 -438 -617 135 0
-385 -986 207 733 0
420 648 465 -485 1
-203 -199 840 -111 1
701 -214 225 -836 1
-376 -933 -248 157 0
980 -425 -800 -287 0
-599 386 894 135 1
495 900 12 475 1
639 539 771 605 1
-316 -494 -541 -447 0
-42 -701 -109 -921 0
-138 408 680 -498 1
-839 -827 -445 -417 0
105 445 193 318 1
-965 329 -791 -473 0
-946 -446 -655 352 0
-315 -59 -857 -42 0
263 146 -436 387 1
764 -709 -390 -892 0
848 -103 14 763 1
975 -908 -461 277 1
-105 193 266 -486 0
-858 304 -16 514 0
23 43 925 -901 1
-877 -709 953 -782 0
228 690 902 807 1
448 125 39 955 1
877 949 174 722 1
-877 965 -258 -997 0
625 871 -783 -293 1
82 -763 -84 977 0
212 772 -721 -357 1
879 -135 987 673 1
-586 -601 -360 487 0
959 -718 597 496 1
455 341 -398 -374 1
-998 225 -623 698 0
-200 -540 621 602 1
-300 -971 32 108 0
-264 81 180 443 1
-744 -51 774 267 0
738 411 -890 345 1
433 420 -428 -926 0
-303 -504 430 901 1
757 -414 339 80 1
74 135 603 783 1
-712 828 -543 139 0
249 315 513 -483 1
-778 -829 -903 -35 0
-716 417 -899 790 0
899 -171 133 -906 1
503 81 473 170 1
-234 207 -37 -99 0
-279 -834 -845 770 0
287 271 515 771 1
142 723 -128 -9 1
-239 -754 248 -135 0
769 -270 712 694 1
-912 -641 580 -302 0
-563 -151 745 -444 0
-839 -176 -355 -570 0
-738 -769 -852 921 0
-279 -417 -452 941 0
-640 577 -831 940 0
854 -286 543 975 1
-171 -928 -119 -19 0
462 463 686 295 1
241 450 569 763 1
-834 -115 310 -124 0
321 -667 -530 -325 0
609 -636 787 -74 1
292 -938 678 -518 0
-489 -284 385 -376 0
-647 355 272 723 1
-434 750 -132 -819 0
2 847 -550 -14 1
90 -936 -665 -430 0
940 -503 -189 753 1
935 688 724 -485 1
928 389 -724 -165 1
71 582 786 854 1
939 760 -888 709 1
467 -556 652 722 1
542 -920 -374 -937 0
-118 479 623 428 1
-107 -38 337 887 1
562 -58 -290 -795 0
840 -301 -814 -438 0
-650 -898 259 -432 0
533 -643 -443 -184 0
-363 249 431 -932 0
-160 -216 -882 793 0
203 709 616 -706 1
-504 -494 284 -373 0
-206 -252 -925 -227 0
396 190 -509 694 1
-976 995 69 -855 0
509 -291 719 -682 1
114 -591 805 -724 0
-875 -484 -793 17 0
955 338 213 -960 1
922 991 -670 371 1
-347 420 891 611 1
728 -580 -330 158 1
789 -9 916 136 1
-510 -617 -498 -500 0
511 -103 681 -447 1
634 -359 -66 360 1
-92 88 -52 -786 0
952 -205 -883 954 1
-848 -774 -358 -202 0
535 -714 -163 -681 0
-493 904 -272 -98 1
-539 -599 573 -534 0
299 -678 -304 -593 0
-471 376 852 -455 1
-565 -214 450 633 0
992 -191 996 -507 1
-871 -11 -47 134 0
21 100 88 -684 0
953 882 579 -833 1
336 246 431 128 1
814 996 90 497 1
722 660 168 -647 1
715 -45 139 -410 1
-99 759 -953 -88 0
-104 -441 530 -890 0
-978 490 52 -669 0
446 -927 -103 -601 0
-389 812 -142 659 1
-828 420 263 641 1
-318 103 844 19 1
733 -275 -204 -706 0
-609 -469 414 -412 0
161 50 -852 382 0
572 910 183 -703 1
-788 680 440 -525 0
-540 -841 -953 -757 0
-386 572 -247 -849 0
-86 -718 -693 584 0
-489 -155 141 694 0
143 396 -921 730 1
867 -612 991 -535 1
-424 -844 -260 -561 0
127 342 -762 722 1
-537 -774 -674 581 0
-837 589 -608 229 0
-601 743 778 -764 1
-491 755 939 -552 1
-158 -734 973 -506 0
504 924 219 -320 1
929 -689 -104 -197 1
-332 -650 -303 -919 0
-931 761 -114 259 0
-187 285 -208 -249 0
-531 -475 535 687 0
-70 -651 -29 227 0
-525 -46 534 -315 0
-765 -806 449 543 0
-345 408 502 455 1
-877 66 -258 -759 0
356 -536 181 879 1
863 646 -164 -457 1
-840 923 125 422 1
-678 -984 183 150 0
-885 47 753 307 0
-267 303 -156 -259 0
-192 -1 -566 -732 0
-687 699 -296 -650 0
-471 79 308 200 0
865 154 827 -222 1
-76 -447 410 -928 0
-892 -24 -974 234 0
-340 -557 514 485 0
37 38 -520 -51 0
163 391 840 -814 1
288 521 -508 64 1
-952 -838 -835 -133 0
-379 -192 657 -478 0
71 915 -465 -944 0
702 -868 -52 -170 0
20 15 -313 -206 0
735 -756 -757 114 0
-975 321 -980 21 0
183 390 -241 -818 0
-870 -554 -177 668 0
564 -731 -975 -139 0
-887 106 558 924 1
458 -625 915 -501 1
133 376 575 681 1
602 -12 336 691 1
102 364 184 -369 1
176 355 -922 38 0
772 956 416 837 1
525 -783 905 457 1
-913 960 -735 843 0
-384 -59 -527 -938 0
34 -500 -921 -577 0
958 -620 796 -233 1
697 226 913 589 1
-838 346 199 853 1
476 -516 -582 -966 0
-726 388 -483 13 0
-717 171 -883 104 0
-389 833 446 675 1
402 -761 18 -687 0
472 426 317 574 1
806 739 957 802 1
-273 159 239 112 1
169 808 -880 -204 1
-630 463 -979 -278 0
547 -784 -911 -654 0
-770 6 39 914 0
-497 829 -391 45 0
-923 630 -916 -10 0
-333 762 629 538 1
419 -13 314 910 1
915 19 -679 267 1
97 -914 -593 368 0
-677 -811 633 880 0
919 179 395 -540 1
22 127 -910 125 0
652 183 830 595 1
-844 -580 -21 -547 0
-57 671 807 -454 1
-859 -912 717 -241 0
-633 -829 -533 81 0
-568 -605 762 112 0
-339 905 -530 -48 0
-519 779 63 707 1
888 -598 148 168 1
29 -585 44 -717 0
2 -787 -290 815 0
-248 -257 719 567 1
-948 661 -96 -176 0
-830 -244 763 755 0
763 793 -367 318 1
-518 500 -516 -338 0
929 183 -122 913 1
-911 282 157 -265 0
181 -128 -528 -499 0
-56 364 -795 -560 0
-518 689 68 -99 1
760 641 412 827 1
-913 -510 914 26 0
362 802 -312 -184 1
563 52 -880 -530 0
-502 637 249 655 1
673 902 812 3 1
435 8 -517 -995 0
-781 462 738 -771 0
957 953 -504 -209 1
523 -645 -951 -644 0
86 -544 397 -477 0
-752 526 -667 -241 0
37 774 -83 -777 1
-600 -180 406 -165 0
325 624 515 -707 1
-370 -659 749 803 1
578 -748 -185 712 1
37 184 -289 227 1
255 -128 986 710 1
-926 969 623 -649 0
574 -328 71 118 1
-552 910 -179 740 1
-83 675 -716 354 1
303 -987 280 -475 0
680 -460 -467 868 1
-579 -919 -771 -455 0
326 -291 -927 879 0
-532 -653 117 -401 0
-588 314 -1000 -213 0
576 -77 579 -134 1
965 -794 690 650 1
936 562 -357 -456 1
223 571 -305 249 1
-371 397 -529 -312 0
123 -549 446 728 1
-567 -561 638 64 0
-366 -289 -78 -86 0
-348 30 249 -352 0
60 -483 304 362 1
849 787 -713 -903 1
715 -263 -334 375 1
38 -988 406 -197 0
-208 608 143 -607 1
204 639 355 996 1
-87 891 -136 -104 1
-250 291 -277 723 1
624 931 -234 907 1
-140 -151 -356 -303 0
302 622 -818 25 1
-251 -871 -864 303 0
-121 872 -642 750 1
995 471 -764 116 1
955 -540 -677 2 0
484 -48 -742 -989 0
224 660 985 -853 1
-4 140 -74 -149 0
-853 -133 908 479 1
-606 517 401 -972 0
-197 714 -121 -311 1
-54 155 353 -382 1
-918 663 462 93 1
946 213 -49 871 1
917 -338 -625 -731 0
278 745 -957 -175 1
954 806 -478 -165 1
-672 -13 89 -129 0
-310 -508 -342 -305 0
22 -672 -1000 -757 0
356 405 151 449 1
739 -862 68 -382 0
-994 -786 479 548 0
876 -447 629 -644 1
-613 -624 -124 -225 0
485 337 -342 -556 1
624 17 249 -902 1
-124 493 -965 628 0
-759 407 638 -764 0
819 -394 755 -167 1
-992 909 -143 309 0
679 -741 -565 -337 0
-137 910 252 45 1
-659 -38 -629 224 0
733 -559 -437 548 1
636 162 -815 -130 1
-813 330 -768 -797 0
66 -233 -587 -643 0
589 448 -572 353 1
449 112 -189 -65 1
505 -31 542 -400 1
687 832 -483 678 1
-17 680 192 306 1
-474 -541 -686 -281 0
768 -729 724 683 1
-878 362 214 -681 0
-621 -409 -355 -673 0
-417 -82 -440 -149 0
-218 794 17 -125 1
-25 -84 -606 -659 0
-638 321 -439 977 0
969 520 437 643 1
-676 -324 -286 344 0
170 68 -613 -440 0
-144 180 -198 -253 0
-160 146 336 -195 1
258 759 -639 -118 1
932 323 318 -312 1
-526 796 958 -793 1
691 -755 34 130 1
799 718 752 953 1
-264 337 470 787 1
-784 236 758 284 1
-947 -92 -842 326 0
-980 505 594 587 1
925 84 -661 -97 1
-570 -528 -607 73 0
809 -134 934 218 1
-897 417 -558 435 0
995 -941 -893 583 0
-499 839 750 -584 1
384 513 333 -612 1
565 189 66 250 1
263 -898 -211 686 0
-178 -682 425 -630 0
27 -214 989 65 1
570 -351 -886 395 0
884 -200 565 248 1
-649 275 354 -863 0
-595 -683 -430 719 0
-901 913 -746 884 0
-95 456 322 372 1
605 860 -471 -440 1
264 216 332 -111 1
-228 200 -105 928 1
-769 -55 880 -972 0
81 580 -269 899 1
702 -932 -398 -848 0
-925 -700 -719 974 0
-948 -785 -653 -696 0
-169 300 555 -172 1
-116 675 242 321 1
65 798 633 -859 1
-373 154 -187 -544 0
565 365 264 -521 1
334 -433 352 458 1
-185 -688 -130 -109 0
876 304 -570 -761 1
642 166 -851 -143 1
207 -748 248 620 1
-711 164 -903 -673 0
673 -144 -346 -913 0
-643 925 326 257 1
-250 668 -732 -656 0
105 486 -305 -922 0
-151 -650 33 -323 0
281 971 -552 775 1
-462 419 831 193 1
-532 -847 -891 -199 0
522 -693 782 144 1
301 -363 -434 615 1
-647 392 -104 803 1
-780 -199 -734 -603 0
34 255 -193 824 1
380 -36 -837 736 1
-657 111 229 -388 0
-406 983 -826 -262 0
-662 44 50 -588 0
804 -215 -614 828 1
-30 570 -65 34 1
-437 -870 -807 943 0
-616 -620 866 -493 0
92 428 721 285 1
771 892 -239 -250 1
539 -635 805 -394 1
195 282 -621 953 1
403 435 541 587 1
485 -67 815 -857 1
610 756 -581 944 1
-394 469 -691 -745 0
900 -913 416 -75 1
374 123 482 -122 1
-79 -611 -507 -355 0
124 -330 795 400 1
-989 -815 51 0 0
664 163 188 -934 1
-83 -31 -394 850 1
-746 819 938 141 1
-378 -567 -110 -175 0
-16 -448 75 430 0
-374 821 -563 704 1
837 -950 973 -408 1
-769 -477 -200 -384 0
-175 -105 691 932 1
358 -310 980 -155 1
-42 -564 473 -812 0
183 136 -695 737 1
-491 -767 -90 -793 0
-477 732 -199 -816 0
-240 -575 -333 -566 0
-393 -855 423 -578 0
922 877 699 -471 1
447 -266 -297 -495 0
-880 -695 161 -975 0
693 264 -550 648 1
536 -567 241 263 1
797 -148 -347 -195 1
-916 643 822 -556 0
-687 -493 666 445 0
-564 430 117 876 1
-935 65 -624 -914 0
-50 479 -962 -600 0
972 -396 -821 -763 0
-913 -460 198 -863 0
449 691 935 -718 1
999 10 -506 17 1
678 680 -331 -555 1
-22 542 528 79 1
-423 -919 664 438 0
-951 -682 25 -492 0
995 695 568 354 1
-613 853 880 -878 1
-604 -462 796 705 1
-823 998 940 -301 1
66 678 -690 -612 0
-941 330 -273 -749 0
-628 546 -630 -733 0
-659 -559 -38 661 0
598 675 919 353 1
-818 461 208 -586 0
515 210 -64 -561 1
644 247 880 800 1
-791 -11 245 -729 0
465 -111 -353 48 1
-798 333 202 608 0
790 448 -414 -321 1
763 -82 535 324 1
968 717 920 257 1
-544 139 558 -413 0
245 -491 129 716 1
-840 -186 427 -757 0
-627 574 -904 253 0
71 -500 327 737 1
200 436 234 -638 1
268 -339 -458 -391 0
-328 735 -258 -901 0
-592 601 746 -178 1
-299 152 -947 -404 0
-552 77 -864 -410 0
318 282 -229 462 1
-342 -186 778 -737 0
784 530 286 -488 1
480 52 40 67 1
-777 848 648 -511 1
-141 -671 572 -641 0
703 -225 -328 -218 1
422 -617 891 -393 1
-109 548 -502 -365 0
-478 444 998 541 1
-857 -883 -374 869 0
-916 768 424 -920 0
713 499 900 50 1
684 -575 -62 -314 0
566 -71 791 210 1
971 992 416 -973 1
629 -677 -451 -176 0
356 -998 996 820 1
907 -793 160 -842 0
626 277 -970 328 1
-899 -960 -1000 -125 0
-88 808 -659 477 1
-382 -858 227 644 0
657 -993 565 191 1
-800 -56 191 423 0
-902 -436 489 482 0
-674 -385 -319 -350 0
-153 -409 -630 -763 0
171 578 -59 -140 1
-677 385 -186 238 0
453 563 453 -415 1
-719 -855 850 -707 0
-932 299 721 -868 0
598 393 -383 -856 1
-151 -616 -568 -713 0
833 951 860 637 1
-76 -854 -137 -361 0
-88 862 140 902 1
748 -454 192 742 1
625 -386 463 -465 1
878 -658 -425 -825 0
-456 655 325 -915 0
-621 -508 -606 -272 0
-158 -61 -511 215 0
-559 -380 -160 -77 0
328 848 -193 514 1
692 678 -884 -970 1
439 406 -936 856 1
-861 15 -707 664 0
655 -124 -710 915 1
42 -200 -578 951 0
419 -107 142 239 1
234 947 -199 801 1
925 -292 534 667 1
133 483 548 865 1
163 933 15 -745 1
-67 -259 -372 172 0
-693 225 957 -515 0
-238 561 -443 -229 0
-469 -90 203 398 0
881 410 -926 590 1
-609 -292 -866 92 0
-448 -904 176 935 0
74 942 -133 -665 1
518 -286 202 -836 0
-854 -378 717 -616 0
-675 -107 604 -832 0
196 36 -995 545 0
820 793 147 -522 1
303 232 551 -962 1
-550 375 -13 634 1
718 86 248 -598 1
868 435 583 -531 1
-399 962 243 73 1
151 -832 -173 542 0
321 -226 -771 155 0
747 878 153 -180 1
622 762 85 -818 1
-555 -326 -22 -293 0
-742 -765 -381 -583 0
408 655 764 -209 1
-238 857 -679 -743 0
-497 -468 -924 226 0
887 62 477 -816 1
-211 -142 213 381 1
-160 416 -364 948 1
279 125 934 791 1
617 -566 -968 -752 0
591 752 798 279 1
-985 257 380 -217 0
628 753 422 814 1
730 553 516 -953 1
-342 -912 -224 908 0
-338 241 353 807 1
759 -246 4 468 1
-187 562 -89 -804 0
-617 -764 149 674 0
876 199 -58 -115 1
-697 605 -442 -206 0
629 -499 453 -481 1
-229 945 -295 308 1
-153 904 607 72 1
279 894 -289 -647 1
798 -496 362 -454 1
189 893 635 -256 1
-215 -893 -553 430 0
956 42 -415 157 1
-865 558 -727 192 0
-919 116 854 -784 0
-328 -109 -312 763 0
948 433 693 -844 1
239 528 -42 -415 1
901 609 226 301 1
942 -364 499 -484 1
846 -769 -220 217 1
676 172 165 -244 1
50 -295 -117 -647 0
-483 -314 994 315 1
-896 -591 71 536 0
-851 -353 -230 668 0
720 -631 -110 58 1
-490 -946 46 231 0
-595 410 -153 -180 0
303 374 197 -236 1
853 -754 777 -214 1
-717 234 -351 477 0
-518 -878 -977 863 0
-586 -641 -637 161 0
490 -724 616 267 1
133 -381 937 500 1
-524 -188 -599 577 0
-223 -977 229 -545 0
498 434 171 347 1
-304 -736 70 275 0
480 -358 -109 541 1
-602 185 92 270 0
-263 -640 -935 -181 0
835 272 -122 411 1
385 76 -528 -996 0
-462 -586 -836 710 0
-109 -31 543 -588 0
-892 -730 -303 150 0
-585 832 -295 749 1
-595 126 -521 746 0
20 55 761 -98 1
-76 -272 -20 308 0
-983 63 168 -942 0
25 -127 -691 -163 0
-689 848 123 444 1
529 -329 -384 917 1
-423 384 -265 -776 0
-342 256 822 806 1
-275 -777 440 -861 0
-130 -764 102 -217 0
-353 -33 -670 470 0
876 185 527 42 1
535 -830 -845 -208 0
-931 219 949 -330 0
119 -198 50 -37 0
-504 -977 224 -510 0
944 2 -610 -158 1
-107 913 7 635 1
451 646 273 255 1
-249 -759 588 754 1
69 -516 -537 -86 0
-229 343 -814 471 0
-577 -522 413 455 0
686 643 -949 -439 1
609 -92 -584 -665 0
14 824 827 -502 1
-236 -490 596 854 1
519 372 -617 498 1
-261 618 452 258 1
459 -432 500 -736 1
-55 -440 -817 686 0
598 -521 849 -275 1
-710 -49 833 -296 0
-701 -989 160 -81 0
-432 592 264 335 1
902 117 -619 160 1
-723 -112 -756 -284 0
517 -317 417 -749 1
-797 -967 -955 -949 0
776 752 -673 749 1
821 770 -769 382 1
-17 -934 194 -963 0
-117 -247 350 -84 0
73 764 574 -275 1
-319 -619 361 -620 0
-840 -953 -406 -205 0
867 749 -672 -426 1
879 704 -789 -340 1
-269 277 -98 -63 0
116 -888 355 -994 0
360 -329 965 991 1
-580 49 -459 -498 0
150 663 454 -419 1
-815 215 -416 -676 0
313 -579 -103 687 1
73 -476 -999 -417 0
372 672 198 -68 1
-184 -560 -831 -400 0
600 762 -955 -571 1
295 -449 -230 -190 0
-733 -121 -36 887 0
518 734 724 -550 1
81 -286 508 -830 0
709 -279 -890 484 1
-768 809 967 -307 1
-609 867 434 -722 1
252 -375 499 -364 1
-924 223 -169 -407 0
590 159 -818 223 1
-96 108 585 -989 0
-528 148 458 -590 0
805 -888 580 -860 0
611 230 -725 186 1
-214 -386 -44 473 0
567 605 331 255 1
264 -96 -584 146 0
-738 953 536 -366 1
-869 -937 531 449 0
-819 839 -430 -35 0
-956 659 122 -615 0
127 675 -246 933 1
548 -924 41 -557 0
-575 -692 369 -765 0
315 690 -689 -554 1
-307 -672 -830 -545 0
37 -608 562 -917 0
-313 -629 -303 -586 0
227 718 651 -560 1
-951 -5 683 -850 0
636 -85 908 -57 1
-566 506 19 97 0
323 -982 588 132 1
541 562 295 439 1
-989 26 -817 -830 0
660 230 -348 -542 1
-289 430 -945 -537 0
-52 347 999 -893 1
504 410 23 902 1
689 -379 851 798 1
-91 -634 740 -246 0
145 -367 -394 -15 0
326 665 -177 -921 1
-565 -544 -380 -781 0
-936 67 -964 339 0
116 322 451 -766 1
-789 -198 -163 -902 0
314 -39 -776 -232 0
599 -131 -870 151 0
605 -431 -367 228 1
153 -225 -193 -70 0
-124 -649 752 -410 0
720 75 -118 503 1
398 -211 -457 495 1
584 -439 980 853 1
251 -950 -968 -680 0
381 -724 992 405 1
-317 477 448 392 1
404 945 143 990 1
789 -726 -529 93 0
994 891 845 -694 1
300 532 -936 -571 0
-393 -993 -408 635 0
-387 361 -42 207 1
-152 940 -368 315 1
-837 -977 496 849 0
-862 685 -404 -127 0
-781 -852 -643 391 0
-532 -406 -981 -670 0
95 450 471 641 1
-521 -538 -651 -309 0
139 -969 953 -10 1
-897 -626 -583 -365 0
-971 928 443 -354 0
352 -745 -635 -838 0
-798 470 -46 -756 0
842 -386 816 -427 1
-79 246 609 -308 1
-330 -701 506 179 0
279 -225 -591 -308 0
-180 -636 986 -562 0
438 -228 -416 -120 0
-212 -569 249 -299 0
-162 527 821 478 1
273 -324 -526 -455 0
-532 -25 848 -477 0
551 657 -254 -595 1
115 67 874 -350 1
-732 712 -242 398 0
-374 -998 -541 -610 0
889 -785 909 257 1
246 -811 -297 690 0
-752 66 752 923 1
108 -657 -617 -157 0
-484 973 -317 778 1
350 245 -926 -912 0
210 -787 -287 -66 0
354 225 317 -413 1
555 -516 -185 -179 0
-428 266 454 -494 0
-843 -972 959 -290 0
410 545 -773 32 1
-480 283 -792 -544 0
225 51 782 -721 1
-235 -756 307 -942 0
818 -845 -936 857 0
942 823 -342 -116 1
561 604 -568 -412 1
788 -54 664 452 1
-367 653 -109 18 1
-946 439 -228 127 0
-895 -271 -443 -652 0
813 -322 -81 -561 1
-714 -260 -264 451 0
-4 -857 564 271 0
673 958 517 613 1
818 149 475 -637 1
831 -389 48 507 1
305 -644 865 -720 0
-528 -727 -198 -169 0
850 -467 621 272 1
-721 133 354 -345 0
-259 -579 -906 670 0
-522 -258 -71 -160 0
783 -541 695 -638 1
-755 53 -874 498 0
701 -735 151 -307 1
617 42 506 864 1
-30 664 -839 117 0
-29 -134 22 -23 0
-669 -25 -515 527 0
361 -163 291 794 1
913 946 960 -975 1
611 383 -879 -604 0
750 -660 440 -943 0
590 25 -435 811 1
614 789 -957 -917 1
225 -55 956 -966 1
-610 -237 914 45 0
-67 -152 222 -537 0
135 958 -383 101 1
-47 -212 -231 -568 0
-570 333 -458 313 0
-161 203 -693 -698 0
-372 374 877 582 1
-37 256 -335 18 0
-247 -191 -658 729 0
635 -424 -965 612 0
302 -171 -555 -84 0
-897 -442 584 -908 0
101 -99 42 -731 0
-674 118 349 4 0
366 953 860 -218 1
214 710 701 -540 1
-957 478 -448 435 0
323 923 -983 -953 0
-56 228 455 -201 1
-729 489 -733 833 0
-487 -210 -898 -945 0
-227 899 987 -727 1
841 392 816 211 1
715 617 109 -686 1
280 618 -460 -985 0
636 -516 -700 -649 0
729 -730 56 -952 0
410 -893 -84 672 0
937 -946 -917 650 0
-326 -416 -401 110 0
-911 -639 855 741 0
400 967 294 -304 1
704 718 616 830 1
49 -559 240 -663 0
87 138 189 758 1
985 -223 -379 851 1
-250 -615 -720 445 0
912 560 84 255 1
765 478 -765 486 1
240 -512 -451 -460 0
-870 -276 -560 -537 0
821 743 32 298 1
887 736 -301 -778 1
-313 151 -3 -258 0
-408 -611 -828 622 0
525 -452 838 805 1
137 -857 -632 -544 0
55 69 -979 616 0
186 -351 -607 373 0
